agno|fecha_bbdd|codigo_bbdd|grado|cod_reg|nom_reg|cod_pro|nom_pro|cod_com|nom_com|cod_deprov|nom_deprov|nalu_lect8b_com|nalu_mate8b_com|nalu_nat8b_com|prom_lect8b_com|prom_mate8b_com|prom_nat8b_com|dif_lect8b_com|dif_mate8b_com|dif_nat8b_com|sigdif_lect8b_com|sigdif_mate8b_com|sigdif_nat8b_com
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|2|"RANCO"|3|"LAGO RANCO"|1|"RANCO"|114|113|113|229|236|243|-7|-11|-18|0|-1|-1
2015|20160908|"final20160908v1"|"8b"|11|"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO"|1|"COYHAIQUE"|7|"LAGO VERDE"|1|"COYHAIQUE"|6|6|6|274|270|276|27|||0||
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|1|"MAGALLANES"|3|"LAGUNA BLANCA"|1|"MAGALLANES"|3|4|4|204|258|234||||||
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|11|"LAJA"|2|"BIOBÍO"|293|310|309|243|267|263|1|-8|-7|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|3|"CHACABUCO"|14|"LAMPA"|3|"SANTIAGO NORTE"|924|936|934|231|252|253|5|2|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|6|"LANCO"|2|"VALDIVIA"|219|214|216|235|239|246|3|2|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|6|"LAS CABRAS"|1|"CACHAPOAL"|346|346|345|242|247|264|0|-4|3|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|19|"LAS CONDES"|4|"SANTIAGO ORIENTE"|2783|2809|2812|269|307|303|-3|3|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|5|"LAUTARO"|1|"CAUTÍN NORTE"|492|492|493|236|244|254|5|-2|-10|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|2|"ARAUCO"|5|"LEBU"|1|"ARAUCO"|385|397|395|240|255|253|0|-11|-16|0|-1|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|6|"LICANTÉN"|2|"CURICÓ"|83|83|82|256|272|272|15|16|-2|1|1|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|8|"MARGA MARGA"|6|"LIMACHE"|1|"QUILLOTA - PETORCA"|583|595|593|234|249|258|3|0|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|14|"LINARES"|3|"LINARES"|1361|1368|1372|256|274|275|6|11|-1|1|1|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|2|"CARDENAL CARO"|19|"LITUECHE"|2|"CARDENAL CARO"|78|78|78|244|237|246|4|-6|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|7|"SAN FELIPE DE ACONCAGUA"|21|"LLAILLAY"|3|"SAN FELIPE - LOS ANDES"|327|328|328|240|253|258|7|5|-7|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|1|"LLANQUIHUE"|16|"LLANQUIHUE"|2|"LLANQUIHUE"|199|200|198|233|238|243|6|-2|-9|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|20|"LO BARNECHEA"|4|"SANTIAGO ORIENTE"|1405|1398|1394|268|305|297|2|5|-3|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|39|"LO ESPEJO"|6|"SANTIAGO SUR"|820|843|845|225|241|246|2|-1|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|29|"LO PRADO"|5|"SANTIAGO PONIENTE"|763|776|774|223|247|248|0|0|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|26|"LOLOL"|3|"COLCHAGUA"|72|72|72|226|237|237|30|-4|-9|1|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|15|"LONCOCHE"|2|"CAUTÍN SUR"|297|293|295|257|258|267|0|-1|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|15|"LONGAVÍ"|3|"LINARES"|286|287|287|253|258|261|10|4|3|1|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|26|"LONQUIMAY"|3|"MALLECO"|164|157|155|226|226|236|-2|-3|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|3|"LOS ANDES"|22|"LOS ANDES"|3|"SAN FELIPE - LOS ANDES"|1046|1049|1050|249|261|267|10|3|-7|1|0|-1
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|7|"LOS LAGOS"|2|"VALDIVIA"|271|264|265|237|241|253|1|2|-17|0|0|-1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|1|"LLANQUIHUE"|17|"LOS MUERMOS"|2|"LLANQUIHUE"|260|264|264|245|249|260|12|0|-7|1|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|27|"LOS SAUCES"|3|"MALLECO"|72|77|76|236|236|246|14|-2|-3|1|0|0
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|2|"CHOAPA"|3|"LOS VILOS"|1|"CHOAPA"|259|253|252|218|242|246|-5|0|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|2|"ARAUCO"|6|"LOS ÁLAMOS"|1|"ARAUCO"|290|295|294|235|245|246|6|-3|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|12|"LOS ÁNGELES"|2|"BIOBÍO"|2849|2873|2857|245|264|268|8|6|-4|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|28|"LOTA"|3|"CONCEPCIÓN"|590|616|609|232|250|252|0|1|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|28|"LUMACO"|3|"MALLECO"|119|118|118|224|224|238|3|-2|-22|0|0|-1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|7|"MACHALÍ"|1|"CACHAPOAL"|736|730|731|257|284|284|10|13|1|1|1|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|21|"MACUL"|4|"SANTIAGO ORIENTE"|971|981|985|239|265|265|1|5|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|30|"MAIPÚ"|5|"SANTIAGO PONIENTE"|6554|6600|6602|246|273|272|4|4|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|8|"MALLOA"|1|"CACHAPOAL"|77|77|77|240|248|254|3|-6|-3|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|2|"CARDENAL CARO"|20|"MARCHIHUE"|2|"CARDENAL CARO"|68|70|70|252|263|267|23|9|1|1|0|0
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|8|"MARIQUINA"|2|"VALDIVIA"|316|318|322|237|252|258|10|12|-4|1|1|0
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|3|"TOCOPILLA"|2|"MARÍA ELENA"|1|"ANTOFAGASTA"|75|72|72|221|245|243|9|-1|-11|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|5|"MELIPILLA"|47|"MARÍA PINTO"|7|"TALAGANTE"|114|111|111|243|252|262|15|11|1|1|1|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|24|"MAULE"|4|"TALCA"|266|262|264|250|267|278|15|11|10|1|1|1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|1|"LLANQUIHUE"|18|"MAULLÍN"|2|"LLANQUIHUE"|155|152|154|234|240|252|-2|6|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|1|"ANTOFAGASTA"|3|"MEJILLONES"|1|"ANTOFAGASTA"|144|140|139|208|238|237|-27|-4|-11|-1|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|6|"MELIPEUCO"|1|"CAUTÍN NORTE"|56|56|56|250|247|264|29|21|9|1|1|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|5|"MELIPILLA"|48|"MELIPILLA"|7|"TALAGANTE"|1647|1649|1651|241|258|262|9|6|-10|1|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|7|"MOLINA"|2|"CURICÓ"|554|553|551|245|254|259|6|2|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|3|"LIMARÍ"|12|"MONTE PATRIA"|3|"LIMARÍ"|416|416|416|240|247|253|4|2|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|9|"MOSTAZAL"|1|"CACHAPOAL"|278|275|278|227|243|247|1|-4|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|13|"MULCHÉN"|2|"BIOBÍO"|352|353|352|223|244|243|5|8|-17|0|0|-1
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|9|"MÁFIL"|2|"VALDIVIA"|75|74|74|227|233|239|1|-3|-9|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|14|"NACIMIENTO"|2|"BIOBÍO"|406|408|408|251|270|264|3|9|-13|0|1|-1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|27|"NANCAGUA"|3|"COLCHAGUA"|212|208|209|246|262|269|-1|0|0|0|0|0
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|4|"ÚLTIMA ESPERANZA"|4|"NATALES"|1|"MAGALLANES"|266|270|271|238|252|255|3|-2|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|2|"CARDENAL CARO"|21|"NAVIDAD"|2|"CARDENAL CARO"|61|61|62|242|248|251|-7|-8|-11|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|15|"NEGRETE"|2|"BIOBÍO"|76|74|74|254|250|256|18|14|-18|1|1|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|41|"NINHUE"|4|"ÑUBLE"|84|83|86|234|236|248|3|-10|-10|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|5|"QUILLOTA"|7|"NOGALES"|1|"QUILLOTA - PETORCA"|262|259|259|231|251|254|9|4|-4|1|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|7|"NUEVA IMPERIAL"|1|"CAUTÍN NORTE"|481|483|456|233|241|257|4|0|-3|0|0|0
2015|20160908|"final20160908v1"|"8b"|11|"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO"|3|"CAPITAN PRAT"|8|"O'HIGGINS"|1|"COYHAIQUE"|6|6|6|270|268|265|||7|||0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|10|"OLIVAR"|1|"CACHAPOAL"|153|152|152|234|246|254|1|-6|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|2|"EL LOA"|8|"OLLAGÜE"|2|"EL LOA"|1|1|1|212|266|239||||||
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|8|"MARGA MARGA"|8|"OLMUÉ"|1|"QUILLOTA - PETORCA"|134|131|131|222|243|248|14|16|0|1|1|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|21|"OSORNO"|3|"OSORNO"|2169|2168|2183|252|269|271|5|5|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|3|"LIMARÍ"|13|"OVALLE"|3|"LIMARÍ"|1621|1616|1613|245|256|262|0|-2|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|6|"TALAGANTE"|49|"PADRE HURTADO"|7|"TALAGANTE"|741|742|743|239|262|259|9|5|-6|1|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|16|"PADRE LAS CASAS"|2|"CAUTÍN SUR"|847|850|853|238|249|251|3|3|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|1|"ELQUI"|9|"PAIGUANO"|2|"ELQUI"|53|50|50|214|229|245|2|0|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|10|"PAILLACO"|2|"VALDIVIA"|232|224|225|249|257|262|6|4|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|4|"MAIPO"|40|"PAINE"|6|"SANTIAGO SUR"|933|938|937|240|259|262|4|0|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|4|"PALENA"|30|"PALENA"|4|"PALENA"|21|21|21|241|264|278|0|27|25|0|1|1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|28|"PALMILLA"|3|"COLCHAGUA"|105|107|107|234|236|249|9|5|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|11|"PANGUIPULLI"|2|"VALDIVIA"|514|511|508|241|242|256|6|1|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|7|"SAN FELIPE DE ACONCAGUA"|23|"PANQUEHUE"|3|"SAN FELIPE - LOS ANDES"|78|76|76|231|260|263|-12|15|-11|-1|1|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|4|"PETORCA"|9|"PAPUDO"|1|"QUILLOTA - PETORCA"|54|54|54|248|255|253|21|18|-15|1|1|-1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|2|"CARDENAL CARO"|22|"PAREDONES"|2|"CARDENAL CARO"|58|58|58|247|239|258|32|-4|0|1|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|16|"PARRAL"|3|"LINARES"|521|524|527|252|261|270|7|-5|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|6|"PEDRO AGUIRRE CERDA"|2|"SANTIAGO CENTRO"|1008|1024|1019|240|257|258|8|5|-1|1|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|25|"PELARCO"|4|"TALCA"|85|87|87|245|253|265|22|6|0|1|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|2|"CAUQUENES"|3|"PELLUHUE"|1|"CAUQUENES"|79|81|81|234|246|252|16|1|-5|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|42|"PEMUCO"|4|"ÑUBLE"|81|85|85|226|231|241|-1|-4|-14|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|26|"PENCAHUE"|4|"TALCA"|94|95|95|221|237|241|-3|-4|-19|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|29|"PENCO"|3|"CONCEPCIÓN"|505|496|501|233|257|253|0|6|-10|0|0|-1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|29|"PERALILLO"|3|"COLCHAGUA"|127|128|128|249|251|250|17|2|14|1|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|8|"PERQUENCO"|1|"CAUTÍN NORTE"|82|79|79|218|227|240|3|3|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|4|"PETORCA"|10|"PETORCA"|1|"QUILLOTA - PETORCA"|123|119|121|247|255|259|13|8|3|1|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|11|"PEUMO"|1|"CACHAPOAL"|168|167|167|239|244|255|17|5|0|1|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|6|"TALAGANTE"|50|"PEÑAFLOR"|7|"TALAGANTE"|1087|1083|1087|233|252|258|5|2|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|22|"PEÑALOLÉN"|4|"SANTIAGO ORIENTE"|2472|2517|2508|237|264|265|6|2|-8|1|0|-1
2015|20160908|"final20160908v1"|"8b"|1|"TARAPACÁ"|4|"TAMARUGAL"|6|"PICA"|2|"TAMARUGAL"|53|51|51|229|237|248|15|-3|-14|1|0|-1
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|12|"PICHIDEGUA"|1|"CACHAPOAL"|178|182|182|245|254|258|7|-1|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|2|"CARDENAL CARO"|23|"PICHILEMU"|2|"CARDENAL CARO"|204|203|202|239|257|266|-2|-6|-7|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|43|"PINTO"|4|"ÑUBLE"|128|128|127|228|230|248|7|-2|-1|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|2|"CORDILLERA"|3|"PIRQUE"|1|"CORDILLERA"|180|182|182|233|261|258|9|16|-5|0|1|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|17|"PITRUFQUÉN"|2|"CAUTÍN SUR"|354|355|362|245|257|262|6|3|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|30|"PLACILLA"|3|"COLCHAGUA"|87|87|87|247|245|251|7|-5|-10|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|44|"PORTEZUELO"|4|"ÑUBLE"|55|53|51|240|244|254|19|5|-2|1|0|0
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|3|"TIERRA DEL FUEGO"|5|"PORVENIR"|1|"MAGALLANES"|60|60|60|226|231|249|-10|-11|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|1|"TARAPACÁ"|4|"TAMARUGAL"|7|"POZO ALMONTE"|2|"TAMARUGAL"|194|193|193|219|231|237|10|-1|-8|1|0|0
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|3|"TIERRA DEL FUEGO"|6|"PRIMAVERA"|1|"MAGALLANES"|3|4|4|238|235|258||||||
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|23|"PROVIDENCIA"|4|"SANTIAGO ORIENTE"|2127|2145|2142|269|300|299|-4|1|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|1|"VALPARAÍSO"|33|"PUCHUNCAVÍ"|4|"VALPARAÍSO"|152|153|152|242|251|259|6|-4|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|18|"PUCÓN"|2|"CAUTÍN SUR"|340|339|341|250|265|274|11|9|-7|1|1|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|31|"PUDAHUEL"|5|"SANTIAGO PONIENTE"|2084|2066|2066|239|262|260|4|2|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|2|"CORDILLERA"|4|"PUENTE ALTO"|1|"CORDILLERA"|6720|6783|6779|243|270|269|5|4|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|1|"LLANQUIHUE"|19|"PUERTO MONTT"|2|"LLANQUIHUE"|3258|3305|3314|247|263|267|5|2|-8|0|0|-1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|22|"PUERTO OCTAY"|3|"OSORNO"|118|119|119|219|235|238|6|-2|-15|0|0|-1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|1|"LLANQUIHUE"|20|"PUERTO VARAS"|2|"LLANQUIHUE"|574|591|591|255|276|276|10|5|1|1|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|31|"PUMANQUE"|3|"COLCHAGUA"|32|31|31|236|236|234|-13|-11|-14|0|0|0
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|3|"LIMARÍ"|14|"PUNITAQUI"|3|"LIMARÍ"|160|163|163|245|248|265|20|4|-12|1|0|-1
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|1|"MAGALLANES"|7|"PUNTA ARENAS"|1|"MAGALLANES"|1601|1637|1634|239|262|264|-4|-3|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|2|"CHILOÉ"|6|"PUQUELDÓN"|1|"CHILOÉ"|59|60|60|253|277|265|-11|16|5|0|1|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|23|"PURRANQUE"|3|"OSORNO"|286|288|289|252|259|264|13|8|-13|1|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|29|"PURÉN"|3|"MALLECO"|144|148|147|240|251|260|1|-6|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|7|"SAN FELIPE DE ACONCAGUA"|24|"PUTAENDO"|3|"SAN FELIPE - LOS ANDES"|188|187|188|221|240|247|-8|-5|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|15|"ARICA Y PARINACOTA"|2|"PARINACOTA"|4|"PUTRE"|2|"PARINACOTA"|17|16|16|224|251|239|2|23|-26|0|1|-1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|24|"PUYEHUE"|3|"OSORNO"|145|147|147|231|233|244|-4|-2|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|2|"CHILOÉ"|7|"QUEILÉN"|1|"CHILOÉ"|71|71|72|253|249|251|5|-2|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|2|"CHILOÉ"|8|"QUELLÓN"|1|"CHILOÉ"|349|354|353|241|248|256|1|0|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|2|"CHILOÉ"|9|"QUEMCHI"|1|"CHILOÉ"|111|110|109|256|255|257|13|-3|0|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|16|"QUILACO"|2|"BIOBÍO"|23|23|23|233|227|244|3|-9|-13|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|15|"QUILICURA"|3|"SANTIAGO NORTE"|2714|2724|2734|249|272|270|12|2|-6|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|17|"QUILLECO"|2|"BIOBÍO"|81|79|80|238|247|249|11|7|5|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|5|"QUILLOTA"|11|"QUILLOTA"|1|"QUILLOTA - PETORCA"|1300|1301|1307|248|271|270|3|2|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|45|"QUILLÓN"|4|"ÑUBLE"|168|168|168|251|262|271|6|-8|1|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|8|"MARGA MARGA"|34|"QUILPUÉ"|4|"VALPARAÍSO"|1927|1937|1945|238|263|265|-4|1|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|2|"CHILOÉ"|10|"QUINCHAO"|1|"CHILOÉ"|118|119|119|266|261|259|1|5|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|13|"QUINTA DE TILCOCO"|1|"CACHAPOAL"|139|139|138|248|259|270|13|-5|3|1|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|32|"QUINTA NORMAL"|5|"SANTIAGO PONIENTE"|1409|1445|1456|238|258|262|7|4|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|1|"VALPARAÍSO"|35|"QUINTERO"|4|"VALPARAÍSO"|363|366|369|235|249|255|-3|-6|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|46|"QUIRIHUE"|4|"ÑUBLE"|122|121|117|247|249|256|10|1|-4|1|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|14|"RANCAGUA"|1|"CACHAPOAL"|3247|3306|3305|252|270|274|8|4|-1|1|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|8|"RAUCO"|2|"CURICÓ"|99|95|95|254|266|267|17|21|6|1|1|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|16|"RECOLETA"|3|"SANTIAGO NORTE"|1805|1798|1808|242|263|262|11|7|-1|1|1|0
