agno|fecha_bbdd|codigo_bbdd|grado|cod_reg|nom_reg|cod_pro|nom_pro|cod_com|nom_com|cod_deprov|nom_deprov|nalu_lect8b_com|nalu_mate8b_com|nalu_nat8b_com|prom_lect8b_com|prom_mate8b_com|prom_nat8b_com|dif_lect8b_com|dif_mate8b_com|dif_nat8b_com|sigdif_lect8b_com|sigdif_mate8b_com|sigdif_nat8b_com
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|30|"RENAICO"|3|"MALLECO"|116|116|116|221|238|247|-5|-5|-10|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|33|"RENCA"|5|"SANTIAGO PONIENTE"|1542|1531|1539|235|257|255|8|1|-6|1|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|15|"RENGO"|1|"CACHAPOAL"|812|818|815|240|256|266|1|3|0|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|16|"REQUÍNOA"|1|"CACHAPOAL"|348|356|356|243|256|261|5|6|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|17|"RETIRO"|3|"LINARES"|212|212|216|240|246|263|-1|-4|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|3|"LOS ANDES"|25|"RINCONADA"|3|"SAN FELIPE - LOS ANDES"|86|83|82|250|263|263|7|11|-19|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|9|"ROMERAL"|2|"CURICÓ"|172|171|171|253|265|271|13|7|-4|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|47|"RÁNQUIL"|4|"ÑUBLE"|71|72|72|217|230|230|-15|-11|-30|-1|0|-1
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|2|"RANCO"|4|"RÍO BUENO"|1|"RANCO"|383|370|370|253|252|256|15|3|-11|1|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|27|"RÍO CLARO"|4|"TALCA"|126|128|128|227|234|239|4|-7|-25|0|0|-1
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|3|"LIMARÍ"|15|"RÍO HURTADO"|3|"LIMARÍ"|52|52|52|250|245|257|18|9|-9|1|0|0
2015|20160908|"final20160908v1"|"8b"|11|"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO"|4|"GENERAL CARRERA"|9|"RÍO IBÁÑEZ"|1|"COYHAIQUE"|27|27|27|232|238|252|-3|1|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|25|"RÍO NEGRO"|3|"OSORNO"|130|132|132|231|242|252|1|9|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|1|"MAGALLANES"|8|"RÍO VERDE"|1|"MAGALLANES"||||||||||||
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|9|"SAAVEDRA"|1|"CAUTÍN NORTE"|131|132|131|228|225|230|5|2|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|10|"SAGRADA FAMILIA"|2|"CURICÓ"|207|205|205|243|249|250|9|-1|-5|1|0|0
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|2|"CHOAPA"|4|"SALAMANCA"|1|"CHOAPA"|366|367|368|239|248|261|0|2|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|6|"SAN ANTONIO"|17|"SAN ANTONIO"|2|"SAN ANTONIO"|1164|1173|1171|244|257|258|4|2|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|4|"MAIPO"|41|"SAN BERNARDO"|6|"SANTIAGO SUR"|3695|3685|3710|236|258|259|9|3|-5|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|48|"SAN CARLOS"|4|"ÑUBLE"|664|667|668|249|268|271|2|5|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|28|"SAN CLEMENTE"|4|"TALCA"|504|504|501|237|248|254|7|-5|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|3|"LOS ANDES"|26|"SAN ESTEBAN"|3|"SAN FELIPE - LOS ANDES"|101|97|97|222|223|239|-10|-10|-3|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|49|"SAN FABIÁN"|4|"ÑUBLE"|56|56|56|251|260|262|21|8|12|1|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|7|"SAN FELIPE DE ACONCAGUA"|27|"SAN FELIPE"|3|"SAN FELIPE - LOS ANDES"|1096|1104|1106|245|263|268|3|5|-6|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|32|"SAN FERNANDO"|3|"COLCHAGUA"|1062|1055|1051|255|261|271|10|5|-6|1|0|0
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|1|"MAGALLANES"|9|"SAN GREGORIO"|1|"MAGALLANES"|2|2|2|233|262|266||||||
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|50|"SAN IGNACIO"|4|"ÑUBLE"|160|159|159|230|237|245|2|-5|-4|0|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|18|"SAN JAVIER"|3|"LINARES"|620|609|609|251|268|271|10|9|2|1|1|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|7|"SAN JOAQUÍN"|2|"SANTIAGO CENTRO"|644|658|660|233|249|253|8|1|-5|1|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|2|"CORDILLERA"|5|"SAN JOSÉ DE MAIPO"|1|"CORDILLERA"|157|159|159|225|238|247|-5|2|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|26|"SAN JUAN DE LA COSTA"|3|"OSORNO"|114|114|114|223|233|238|2|0|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|8|"SAN MIGUEL"|2|"SANTIAGO CENTRO"|1317|1331|1327|246|270|271|2|1|-10|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|51|"SAN NICOLÁS"|4|"ÑUBLE"|179|180|180|283|301|300|0|-7|-8|0|0|0
2015|20160908|"final20160908v1"|"8b"|10|"LOS LAGOS"|3|"OSORNO"|27|"SAN PABLO"|3|"OSORNO"|127|123|124|241|241|253|13|4|-12|1|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|5|"MELIPILLA"|51|"SAN PEDRO"|7|"TALAGANTE"|103|105|105|251|258|259|11|6|-2|1|0|0
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|2|"EL LOA"|9|"SAN PEDRO DE ATACAMA"|2|"EL LOA"|80|83|83|237|257|246|6|10|-10|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|30|"SAN PEDRO DE LA PAZ"|3|"CONCEPCIÓN"|1563|1598|1602|243|270|270|-1|2|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|29|"SAN RAFAEL"|4|"TALCA"|104|105|105|244|252|261|29|6|2|1|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|42|"SAN RAMÓN"|6|"SANTIAGO SUR"|1038|1034|1035|236|256|258|4|0|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|18|"SAN ROSENDO"|2|"BIOBÍO"|16|16|16|213|257|247||||||
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|1|"CACHAPOAL"|17|"SAN VICENTE"|1|"CACHAPOAL"|712|705|704|249|265|271|1|-3|-8|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|19|"SANTA BÁRBARA"|2|"BIOBÍO"|162|168|170|222|235|240|0|5|-9|0|0|0
2015|20160908|"final20160908v1"|"8b"|6|"LIBERTADOR GENERAL BERNARDO O'HIGGINS"|3|"COLCHAGUA"|33|"SANTA CRUZ"|3|"COLCHAGUA"|649|656|654|256|269|270|3|0|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|31|"SANTA JUANA"|3|"CONCEPCIÓN"|171|170|169|240|260|262|12|9|-5|1|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|7|"SAN FELIPE DE ACONCAGUA"|28|"SANTA MARÍA"|3|"SAN FELIPE - LOS ANDES"|149|150|151|234|241|249|-4|-5|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|9|"SANTIAGO"|2|"SANTIAGO CENTRO"|5211|5289|5298|255|282|283|0|3|-10|0|0|-1
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|6|"SAN ANTONIO"|18|"SANTO DOMINGO"|2|"SAN ANTONIO"|174|172|172|245|256|258|8|4|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|1|"ANTOFAGASTA"|4|"SIERRA GORDA"|1|"ANTOFAGASTA"|21|21|21|247|245|256|37|21|-2|1|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|6|"TALAGANTE"|52|"TALAGANTE"|7|"TALAGANTE"|1242|1237|1239|248|268|272|2|2|-3|0|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|1|"TALCA"|30|"TALCA"|4|"TALCA"|3106|3135|3136|250|272|272|5|4|-8|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|32|"TALCAHUANO"|3|"CONCEPCIÓN"|1579|1598|1594|240|262|265|0|3|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|1|"ANTOFAGASTA"|5|"TALTAL"|1|"ANTOFAGASTA"|181|183|185|215|242|234||||||
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|10|"TEMUCO"|1|"CAUTÍN NORTE"|3660|3703|3712|247|269|272|1|2|-8|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|11|"TENO"|2|"CURICÓ"|328|330|328|261|273|277|14|10|-4|1|1|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|19|"TEODORO SCHMIDT"|2|"CAUTÍN SUR"|156|152|153|226|226|237|2|0|-16|0|0|-1
2015|20160908|"final20160908v1"|"8b"|3|"ATACAMA"|1|"COPIAPÓ"|5|"TIERRA AMARILLA"|1|"COPIAPÓ - CHAÑARAL"|149|171|171|205|210|218|-13|-5|-24|0|0|-1
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|3|"CHACABUCO"|17|"TIL TIL"|3|"SANTIAGO NORTE"|204|208|208|230|238|247|8|4|0|0|0|0
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|3|"TIERRA DEL FUEGO"|10|"TIMAUKEL"|1|"MAGALLANES"|1|1|1|247|250|274||||||
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|2|"ARAUCO"|7|"TIRÚA"|1|"ARAUCO"|168|174|174|243|249|249|13|13|-7|1|1|0
2015|20160908|"final20160908v1"|"8b"|2|"ANTOFAGASTA"|3|"TOCOPILLA"|6|"TOCOPILLA"|1|"ANTOFAGASTA"|338|335|334|223|236|241|-41|0|-13|-1|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|20|"TOLTÉN"|2|"CAUTÍN SUR"|148|147|148|238|243|261|3|-4|0|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|33|"TOMÉ"|3|"CONCEPCIÓN"|641|644|644|249|260|270|14|5|-8|1|0|-1
2015|20160908|"final20160908v1"|"8b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|4|"ÚLTIMA ESPERANZA"|11|"TORRES DEL PAINE"|1|"MAGALLANES"|6|5|5|232|239|263||||||
2015|20160908|"final20160908v1"|"8b"|11|"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO"|3|"CAPITAN PRAT"|10|"TORTEL"|1|"COYHAIQUE"|10|9|9|274|281|291|22|20||0|0|
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|31|"TRAIGUÉN"|3|"MALLECO"|233|235|235|247|251|263|4|6|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|52|"TREGUACO"|4|"ÑUBLE"|42|42|42|236|240|254|-12|-11|-33|0|0|-1
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|20|"TUCAPEL"|2|"BIOBÍO"|146|149|148|240|240|254|9|-6|-11|0|0|-1
2015|20160908|"final20160908v1"|"8b"|14|"LOS RÍOS"|1|"VALDIVIA"|12|"VALDIVIA"|2|"VALDIVIA"|1902|1943|1952|253|270|275|6|4|-7|0|0|-1
2015|20160908|"final20160908v1"|"8b"|3|"ATACAMA"|3|"HUASCO"|9|"VALLENAR"|2|"HUASCO"|720|724|723|245|254|256|7|-1|-3|0|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|1|"VALPARAÍSO"|36|"VALPARAÍSO"|4|"VALPARAÍSO"|3242|3248|3252|234|258|258|1|3|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|3|"CURICÓ"|12|"VICHUQUÉN"|2|"CURICÓ"|42|42|42|227|247|243|5|4|-25|0|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|2|"MALLECO"|32|"VICTORIA"|3|"MALLECO"|448|453|452|230|245|251|-2|0|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|4|"COQUIMBO"|1|"ELQUI"|10|"VICUÑA"|2|"ELQUI"|349|346|344|230|240|251|7|0|0|0|0|0
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|11|"VILCÚN"|1|"CAUTÍN NORTE"|376|372|372|242|251|262|19|7|-6|1|0|0
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|19|"VILLA ALEGRE"|3|"LINARES"|145|150|149|230|235|243|12|7|-3|1|0|0
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|8|"MARGA MARGA"|37|"VILLA ALEMANA"|4|"VALPARAÍSO"|1560|1576|1574|242|270|270|1|4|-12|0|0|-1
2015|20160908|"final20160908v1"|"8b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|21|"VILLARRICA"|2|"CAUTÍN SUR"|865|876|878|252|263|271|3|3|-5|0|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|24|"VITACURA"|4|"SANTIAGO ORIENTE"|1320|1327|1325|269|312|308|-8|0|-8|-1|0|-1
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|1|"VALPARAÍSO"|38|"VIÑA DEL MAR"|4|"VALPARAÍSO"|3889|3928|3927|246|270|271|1|-1|-9|0|0|-1
2015|20160908|"final20160908v1"|"8b"|7|"MAULE"|4|"LINARES"|20|"YERBAS BUENAS"|3|"LINARES"|104|106|106|237|248|249|11|5|-9|1|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|3|"BIOBÍO"|21|"YUMBEL"|2|"BIOBÍO"|236|234|235|241|256|262|11|13|-3|1|1|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|53|"YUNGAY"|4|"ÑUBLE"|237|231|231|257|271|273|13|10|-9|1|1|-1
2015|20160908|"final20160908v1"|"8b"|5|"VALPARAÍSO"|4|"PETORCA"|12|"ZAPALLAR"|1|"QUILLOTA - PETORCA"|99|102|103|245|267|271|-3|-4|-2|0|0|0
2015|20160908|"final20160908v1"|"8b"|8|"BIOBÍO"|4|"ÑUBLE"|54|"ÑIQUÉN"|4|"ÑUBLE"|106|105|105|237|249|250|11|9|-4|1|0|0
2015|20160908|"final20160908v1"|"8b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|25|"ÑUÑOA"|4|"SANTIAGO ORIENTE"|2134|2177|2174|259|290|291|-1|2|-7|0|0|-1
